246,Jorhat,4,1,1,1,1,03/11/18 00:00,03/11/18 00:00
247,Junagadh,12,1,1,1,1,03/11/18 00:00,03/11/18 00:00
248,Jyotiba Phule Nagar,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
249,Kakinada,2,1,1,1,1,03/11/18 00:00,03/11/18 00:00
250,Kalahandi,26,1,1,1,1,03/11/18 00:00,03/11/18 00:00
251,Kamrup,4,1,1,1,1,03/11/18 00:00,03/11/18 00:00
252,Kanchipuram,31,1,1,1,1,03/11/18 00:00,03/11/18 00:00
253,Kannauj,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
254,Kanniyakumari,31,1,1,1,1,03/11/18 00:00,03/11/18 00:00
255,Kannur,18,1,1,1,1,03/11/18 00:00,03/11/18 00:00
256,Kanpur Dehat,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
257,Kanpur Nagar,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
258,Kapurthala,28,1,1,1,1,03/11/18 00:00,03/11/18 00:00
259,Karaikal,27,1,1,1,1,03/11/18 00:00,03/11/18 00:00
260,Karaikudi,31,1,1,1,1,03/11/18 00:00,03/11/18 00:00
261,Karauli,29,1,1,1,1,03/11/18 00:00,03/11/18 00:00
262,Karbi Anglong,4,1,1,1,1,03/11/18 00:00,03/11/18 00:00
263,Kargil,15,1,1,1,1,03/11/18 00:00,03/11/18 00:00
264,Karimganj,4,1,1,1,1,03/11/18 00:00,03/11/18 00:00
265,Karimnagar,32,1,1,1,1,03/11/18 00:00,03/11/18 00:00
266,Karnal,13,1,1,1,1,03/11/18 00:00,03/11/18 00:00
267,Karur,31,1,1,1,1,03/11/18 00:00,03/11/18 00:00
268,Karwar,17,1,1,1,1,03/11/18 00:00,03/11/18 00:00
269,Kasaragod,18,1,1,1,1,03/11/18 00:00,03/11/18 00:00
270,Kathua,15,1,1,1,1,03/11/18 00:00,03/11/18 00:00
271,Kaushambi,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
272,Keonjhar,26,1,1,1,1,03/11/18 00:00,03/11/18 00:00
273,Khammam (AP),2,1,1,1,1,03/11/18 00:00,03/11/18 00:00
274,Khammam (TL),32,1,1,1,1,03/11/18 00:00,03/11/18 00:00
275,Khandwa,20,1,1,1,1,03/11/18 00:00,03/11/18 00:00
276,Kheda,12,1,1,1,1,03/11/18 00:00,03/11/18 00:00
277,Kheri,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
278,Kiphire,25,1,1,1,1,03/11/18 00:00,03/11/18 00:00
279,Kodagu,17,1,1,1,1,03/11/18 00:00,03/11/18 00:00
280,Kohima,25,1,1,1,1,03/11/18 00:00,03/11/18 00:00
281,Kokrajhar,4,1,1,1,1,03/11/18 00:00,03/11/18 00:00
282,Kolar,17,1,1,1,1,03/11/18 00:00,03/11/18 00:00
283,Kolasib,24,1,1,1,1,03/11/18 00:00,03/11/18 00:00
284,Kolhapur,21,1,1,1,1,03/11/18 00:00,03/11/18 00:00
285,Kolkata,36,1,1,1,1,03/11/18 00:00,03/11/18 00:00
286,Koraput,26,1,1,1,1,03/11/18 00:00,03/11/18 00:00
287,Kota,29,1,1,1,1,03/11/18 00:00,03/11/18 00:00
288,Kottayam,18,1,1,1,1,03/11/18 00:00,03/11/18 00:00
289,Kovilpatti,31,1,1,1,1,03/11/18 00:00,03/11/18 00:00
290,Krishnagiri,31,1,1,1,1,03/11/18 00:00,03/11/18 00:00
291,Kulgam,15,1,1,1,1,03/11/18 00:00,03/11/18 00:00
292,Kumbakonam,31,1,1,1,1,03/11/18 00:00,03/11/18 00:00
293,Kupwara,15,1,1,1,1,03/11/18 00:00,03/11/18 00:00
294,Kurnool,2,1,1,1,1,03/11/18 00:00,03/11/18 00:00
295,Kurukshetra,13,1,1,1,1,03/11/18 00:00,03/11/18 00:00
296,Kurung Kumey,3,1,1,1,1,03/11/18 00:00,03/11/18 00:00
297,Kushinagar,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
298,Kutch,12,1,1,1,1,03/11/18 00:00,03/11/18 00:00
299,Lakhimpur,4,1,1,1,1,03/11/18 00:00,03/11/18 00:00
300,Lakshadweep,19,1,1,1,1,03/11/18 00:00,03/11/18 00:00
301,Lalitpur,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
302,Latur,21,1,1,1,1,03/11/18 00:00,03/11/18 00:00
303,Lawngtlai,24,1,1,1,1,03/11/18 00:00,03/11/18 00:00
304,Leh,15,1,1,1,1,03/11/18 00:00,03/11/18 00:00
305,Lohit,3,1,1,1,1,03/11/18 00:00,03/11/18 00:00
306,Longleng,25,1,1,1,1,03/11/18 00:00,03/11/18 00:00
307,Lower Subansiri,3,1,1,1,1,03/11/18 00:00,03/11/18 00:00
308,Lucknow,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
309,Ludhiana,28,1,1,1,1,03/11/18 00:00,03/11/18 00:00
310,Lunglei,24,1,1,1,1,03/11/18 00:00,03/11/18 00:00
311,Machilipatnam,2,1,1,1,1,03/11/18 00:00,03/11/18 00:00
312,Madhubani,5,1,1,1,1,03/11/18 00:00,03/11/18 00:00
313,Madurai,31,1,1,1,1,03/11/18 00:00,03/11/18 00:00
314,Mahabubnagar,32,1,1,1,1,03/11/18 00:00,03/11/18 00:00
315,Maharajganj,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
316,Mahesana,12,1,1,1,1,03/11/18 00:00,03/11/18 00:00
317,Mahoba,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
318,Mainpuri,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
319,Malda,36,1,1,1,1,03/11/18 00:00,03/11/18 00:00
320,Mammit,24,1,1,1,1,03/11/18 00:00,03/11/18 00:00
321,Mandi,14,1,1,1,1,03/11/18 00:00,03/11/18 00:00
322,Mandsaur,20,1,1,1,1,03/11/18 00:00,03/11/18 00:00
323,Mandya,17,1,1,1,1,03/11/18 00:00,03/11/18 00:00
324,Mangalore,17,1,1,1,1,03/11/18 00:00,03/11/18 00:00
325,Manjeri,18,1,1,1,1,03/11/18 00:00,03/11/18 00:00
326,Mansa,28,1,1,1,1,03/11/18 00:00,03/11/18 00:00
327,Marigaon,4,1,1,1,1,03/11/18 00:00,03/11/18 00:00
328,Mathura,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
329,Mau,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
330,Mavelikara,18,1,1,1,1,03/11/18 00:00,03/11/18 00:00
331,Mayabander,1,1,1,1,1,03/11/18 00:00,03/11/18 00:00
332,Mayiladuthurai,31,1,1,1,1,03/11/18 00:00,03/11/18 00:00
333,Mayurbhanj,26,1,1,1,1,03/11/18 00:00,03/11/18 00:00
334,Medak,32,1,1,1,1,03/11/18 00:00,03/11/18 00:00
335,Meerut,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
336,Meghalaya,23,1,1,1,1,03/11/18 00:00,03/11/18 00:00
337,Midnapore,36,1,1,1,1,03/11/18 00:00,03/11/18 00:00
338,Mirzapur,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
339,Moga,28,1,1,1,1,03/11/18 00:00,03/11/18 00:00
340,Mohali,28,1,1,1,1,03/11/18 00:00,03/11/18 00:00
341,Mokokchung,25,1,1,1,1,03/11/18 00:00,03/11/18 00:00
342,Mon,25,1,1,1,1,03/11/18 00:00,03/11/18 00:00
343,Monghyr,5,1,1,1,1,03/11/18 00:00,03/11/18 00:00
344,Moradabad,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
345,Morena,20,1,1,1,1,03/11/18 00:00,03/11/18 00:00
346,Muktsar,28,1,1,1,1,03/11/18 00:00,03/11/18 00:00
347,Mumbai,21,1,1,1,1,03/11/18 00:00,03/11/18 00:00
348,Murshidabad,36,1,1,1,1,03/11/18 00:00,03/11/18 00:00
349,Muzaffarnagar,34,1,1,1,1,03/11/18 00:00,03/11/18 00:00
350,Muzaffarpur,5,1,1,1,1,03/11/18 00:00,03/11/18 00:00
351,Mysore,17,1,1,1,1,03/11/18 00:00,03/11/18 00:00
352,Nadia,36,1,1,1,1,03/11/18 00:00,03/11/18 00:00
353,Nagaon,4,1,1,1,1,03/11/18 00:00,03/11/18 00:00
354,Nagapattinam,31,1,1,1,1,03/11/18 00:00,03/11/18 00:00
355,Nagaur,29,1,1,1,1,03/11/18 00:00,03/11/18 00:00
356,Nagpur,21,1,1,1,1,03/11/18 00:00,03/11/18 00:00
357,Nainital,35,1,1,1,1,03/11/18 00:00,03/11/18 00:00
358,Nalanda,5,1,1,1,1,03/11/18 00:00,03/11/18 00:00
359,Nalbari,4,1,1,1,1,03/11/18 00:00,03/11/18 00:00
360,Nalgonda,32,1,1,1,1,03/11/18 00:00,03/11/18 00:00
361,Namakkal,31,1,1,1,1,03/11/18 00:00,03/11/18 00:00
362,Nancorie,1,1,1,1,1,03/11/18 00:00,03/11/18 00:00
363,Nancowrie,1,1,1,1,1,03/11/18 00:00,03/11/18 00:00
364,Nanded,21,1,1,1,1,03/11/18 00:00,03/11/18 00:00
